Game,Month,Day,Year,Photo
Dungeon Keeper 2,June,30,1999,//upload.wikimedia.org/wikipedia/en/thumb/4/48/Dungeon_Keeper_2_-_cover_art.jpg/220px-Dungeon_Keeper_2_-_cover_art.jpg
Dungeons & Dragons Online,February,28,2006,//upload.wikimedia.org/wikipedia/en/thumb/a/a6/Dungeons_%26_Dragons_Online_Stormreach_box.jpg/220px-Dungeons_%26_Dragons_Online_Stormreach_box.jpg
Dungeons of Dredmor,July,13,2011,//upload.wikimedia.org/wikipedia/en/thumb/b/b5/Dungeons_of_Dredmor_Logo.jpg/250px-Dungeons_of_Dredmor_Logo.jpg
Dwarf Fortress,August,8,2006,//upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Dwarf_Fortress.svg/220px-Dwarf_Fortress.svg.png
The Elder Scrolls: Arena,August,8,2006,//upload.wikimedia.org/wikipedia/en/thumb/8/89/Elder_Scrolls_Arena_Cover.jpg/220px-Elder_Scrolls_Arena_Cover.jpg
The Elder Scrolls Adventures: Redguard,October,31,1998,//upload.wikimedia.org/wikipedia/en/2/2d/Redguard.JPG
The Elder Scrolls II: Daggerfall,August,31,1996,//upload.wikimedia.org/wikipedia/en/thumb/a/a4/Daggerfall_Cover_art.gif/220px-Daggerfall_Cover_art.gif
The Elder Scrolls III: Bloodmoon,July,3,2003,//upload.wikimedia.org/wikipedia/en/thumb/8/8e/The_Elder_Scrolls_III_-_Bloodmoon_Coverart.png/220px-The_Elder_Scrolls_III_-_Bloodmoon_Coverart.png
The Elder Scrolls III: Morrowind,May,1,2002,//upload.wikimedia.org/wikipedia/en/thumb/5/53/MorrowindCOVER.jpg/220px-MorrowindCOVER.jpg
The Elder Scrolls III: Tribunal,November,6,2002,//upload.wikimedia.org/wikipedia/en/thumb/4/4c/The_Elder_Scrolls_III_-_Tribunal_Coverart.png/220px-The_Elder_Scrolls_III_-_Tribunal_Coverart.png
The Elder Scrolls IV: Oblivion,March,20,2006,//upload.wikimedia.org/wikipedia/en/thumb/4/4b/The_Elder_Scrolls_IV_Oblivion_cover.png/220px-The_Elder_Scrolls_IV_Oblivion_cover.png
The Elder Scrolls V: Skyrim,November,11,2011,//upload.wikimedia.org/wikipedia/en/thumb/1/15/The_Elder_Scrolls_V_Skyrim_cover.png/220px-The_Elder_Scrolls_V_Skyrim_cover.png
An Elder Scrolls Legend: Battlespire,November,30,1997,//upload.wikimedia.org/wikipedia/en/thumb/1/17/Elder_Scrolls_Legend_Battlespire_cover.png/220px-Elder_Scrolls_Legend_Battlespire_cover.png
Emily Wants to Play,December,10,2015,//upload.wikimedia.org/wikipedia/en/thumb/b/bd/Emily_Wants_to_Play_Cover_Art.jpg/220px-Emily_Wants_to_Play_Cover_Art.jpg
Empire: Total War,March,3,2009,//upload.wikimedia.org/wikipedia/en/thumb/0/08/Empire_Total_War_cover_art.jpg/220px-Empire_Total_War_cover_art.jpg
Empire Earth,November,12,2001,//upload.wikimedia.org/wikipedia/en/thumb/0/08/Empire_Total_War_cover_art.jpg/220px-Empire_Total_War_cover_art.jpg
Empire Earth II,April,26,2005,//upload.wikimedia.org/wikipedia/en/thumb/b/ba/Empire_Earth_II_box.png/220px-Empire_Earth_II_box.png
Empire Earth III,November,6,2007,//upload.wikimedia.org/wikipedia/en/thumb/4/4a/Empire_Earth_III.jpg/220px-Empire_Earth_III.jpg
Empires Apart,November,6,2007,//upload.wikimedia.org/wikipedia/en/thumb/5/51/EmpiresApartImg.jpg/250px-EmpiresApartImg.jpg
Enclave,March,10,2003,//upload.wikimedia.org/wikipedia/en/thumb/5/51/EmpiresApartImg.jpg/250px-EmpiresApartImg.jpg
Endless Space,July,4,2012,//upload.wikimedia.org/wikipedia/en/thumb/0/07/Endless_Space_logo.png/220px-Endless_Space_logo.png
Epic Battle Fantasy,March,1,2009,//upload.wikimedia.org/wikipedia/en/thumb/0/07/Endless_Space_logo.png/220px-Endless_Space_logo.png
Epic Battle Fantasy 2,August,20,2009,//upload.wikimedia.org/wikipedia/en/thumb/0/07/Endless_Space_logo.png/220px-Endless_Space_logo.png
Epic Battle Fantasy 3,September,12,2010,//upload.wikimedia.org/wikipedia/en/thumb/0/07/Endless_Space_logo.png/220px-Endless_Space_logo.png
Epic Battle Fantasy 4,September,12,2013,//upload.wikimedia.org/wikipedia/en/thumb/0/07/Endless_Space_logo.png/220px-Endless_Space_logo.png
Euro Truck Simulator,August,29,2008,//upload.wikimedia.org/wikipedia/en/thumb/5/5c/Euro_Truck_Simulator_Box_Art.jpg/220px-Euro_Truck_Simulator_Box_Art.jpg
Euro Truck Simulator 2,October,19,2012,//upload.wikimedia.org/wikipedia/en/thumb/0/0e/Euro_Truck_Simulator_2_cover.jpg/220px-Euro_Truck_Simulator_2_cover.jpg
Europa Universalis,March,14,2000,//upload.wikimedia.org/wikipedia/en/thumb/7/72/EuropaUniversalisBox.jpg/220px-EuropaUniversalisBox.jpg
Europa Universalis II,November,12,2001,//upload.wikimedia.org/wikipedia/en/thumb/b/b1/Europa_Universalis_II_Coverart.png/220px-Europa_Universalis_II_Coverart.png
Europa Universalis III,January,23,2007,//upload.wikimedia.org/wikipedia/en/thumb/3/36/Eu3-win-cover.jpg/220px-Eu3-win-cover.jpg
Europa Universalis IV,August,13,2013,//upload.wikimedia.org/wikipedia/en/thumb/c/c5/EuropaUniversalisIV_Packshot_edited.png/220px-EuropaUniversalisIV_Packshot_edited.png
Eve Online,May,6,2003,//upload.wikimedia.org/wikipedia/en/thumb/2/29/Eve-online_cover.png/220px-Eve-online_cover.png
Event 0,September,14,2016,//upload.wikimedia.org/wikipedia/en/f/f1/Event0_logo.png
Eye of the Beholder,April,16,1990,//upload.wikimedia.org/wikipedia/en/f/f1/Event0_logo.png
Eye of the Beholder II: The Legend of Darkmoon,December,12,1991,//upload.wikimedia.org/wikipedia/en/thumb/c/cb/Eye_of_the_Beholder_II_The_Legend_of_Darkmoon_cover.png/220px-Eye_of_the_Beholder_II_The_Legend_of_Darkmoon_cover.png
Eye of the Beholder III: Assault on Myth Drannor,August,3,1992,//upload.wikimedia.org/wikipedia/en/thumb/c/c8/Eye_of_the_Beholder_III_cover.png/220px-Eye_of_the_Beholder_III_cover.png
Factorio,August,3,1992,//upload.wikimedia.org/wikipedia/en/thumb/8/8c/Factorio_logo.png/220px-Factorio_logo.png
A Fairy Tale,March,12,2009,//upload.wikimedia.org/wikipedia/en/thumb/8/8c/Factorio_logo.png/220px-Factorio_logo.png
Fallout,November,1,1997,//upload.wikimedia.org/wikipedia/en/thumb/8/8c/Factorio_logo.png/220px-Factorio_logo.png
Fallout 2,December,1,1998,//upload.wikimedia.org/wikipedia/en/thumb/c/c3/PC_Game_Fallout_2.jpg/220px-PC_Game_Fallout_2.jpg
Fallout 3,October,28,2008,//upload.wikimedia.org/wikipedia/en/thumb/8/83/Fallout_3_cover_art.PNG/220px-Fallout_3_cover_art.PNG
Fallout 4,November,10,2015,//upload.wikimedia.org/wikipedia/en/thumb/7/70/Fallout_4_cover_art.jpg/220px-Fallout_4_cover_art.jpg
Fallout: New Vegas,October,19,2010,//upload.wikimedia.org/wikipedia/en/thumb/3/34/Fallout_New_Vegas.jpg/220px-Fallout_New_Vegas.jpg
Fallout Tactics: Brotherhood of Steel,March,15,2001,//upload.wikimedia.org/wikipedia/en/thumb/d/de/Fallout_Tactics_Box.jpg/220px-Fallout_Tactics_Box.jpg
Far Cry,March,12,2004,//upload.wikimedia.org/wikipedia/commons/thumb/4/42/Far_cry_logo.png/250px-Far_cry_logo.png
Far Cry 2,October,21,2008,//upload.wikimedia.org/wikipedia/en/thumb/9/97/Far_Cry_2_cover_art.jpg/220px-Far_Cry_2_cover_art.jpg
Far Cry 3,November,29,2012,//upload.wikimedia.org/wikipedia/en/thumb/c/c6/Far_Cry_3_PAL_box_art.jpg/220px-Far_Cry_3_PAL_box_art.jpg
Far Cry 3: Blood Dragon,May,1,2013,//upload.wikimedia.org/wikipedia/en/thumb/6/67/FC3_Blood_Dragon_Cover.jpg/220px-FC3_Blood_Dragon_Cover.jpg
Far Cry 4,November,18,2014,//upload.wikimedia.org/wikipedia/en/thumb/6/63/Far_Cry_4_box_art.jpg/220px-Far_Cry_4_box_art.jpg
Far Cry Primal,February,23,2016,//upload.wikimedia.org/wikipedia/en/thumb/1/18/Far_Cry_Primal_cover_art.jpg/220px-Far_Cry_Primal_cover_art.jpg
Fez,May,1,2013,//upload.wikimedia.org/wikipedia/en/thumb/1/18/Far_Cry_Primal_cover_art.jpg/220px-Far_Cry_Primal_cover_art.jpg
Fiesta Online,November,7,2007,//upload.wikimedia.org/wikipedia/en/thumb/1/18/Far_Cry_Primal_cover_art.jpg/220px-Far_Cry_Primal_cover_art.jpg
Final Fantasy VII,May,31,1998,//upload.wikimedia.org/wikipedia/en/thumb/c/c2/Final_Fantasy_VII_Box_Art.jpg/220px-Final_Fantasy_VII_Box_Art.jpg
Final Fantasy VIII,February,11,1999,//upload.wikimedia.org/wikipedia/en/thumb/5/5d/Final_Fantasy_8_ntsc-front.jpg/220px-Final_Fantasy_8_ntsc-front.jpg
Final Fantasy XI,May,16,2002,//upload.wikimedia.org/wikipedia/en/thumb/0/01/Final_Fantasy_XI_logo.png/220px-Final_Fantasy_XI_logo.png
Firefall,July,29,2014,//upload.wikimedia.org/wikipedia/en/thumb/0/01/Final_Fantasy_XI_logo.png/220px-Final_Fantasy_XI_logo.png
Fistful of Frags,December,20,2007,//upload.wikimedia.org/wikipedia/en/thumb/0/01/Final_Fantasy_XI_logo.png/220px-Final_Fantasy_XI_logo.png
Five Nights at Freddy's,August,8,2014,//upload.wikimedia.org/wikipedia/en/thumb/3/34/Five_Nights_at_Freddy%27s_logo.png/250px-Five_Nights_at_Freddy%27s_logo.png
Five Nights at Freddy's 2,November,10,2014,//upload.wikimedia.org/wikipedia/en/thumb/3/35/FNAF2logo.jpg/220px-FNAF2logo.jpg
Five Nights at Freddy's 3,March,2,2015,//upload.wikimedia.org/wikipedia/en/thumb/2/2b/FNAF3Artwork.png/220px-FNAF3Artwork.png
FlatOut,November,5,2004,//upload.wikimedia.org/wikipedia/en/thumb/2/2b/FNAF3Artwork.png/220px-FNAF3Artwork.png
FlatOut 2,June,30,2006,//upload.wikimedia.org/wikipedia/en/thumb/4/40/Flatout2pc.jpg/220px-Flatout2pc.jpg
FlatOut 3: Chaos & Destruction,December,13,2011,//upload.wikimedia.org/wikipedia/en/thumb/6/68/Flatout_3_logo.jpg/220px-Flatout_3_logo.jpg
FlatOut: Ultimate Carnage,July,22,2007,//upload.wikimedia.org/wikipedia/en/thumb/4/40/Flatout2pc.jpg/220px-Flatout2pc.jpg
For the Glory: A Europa Universalis Game,November,11,2009,//upload.wikimedia.org/wikipedia/en/thumb/4/40/Flatout2pc.jpg/220px-Flatout2pc.jpg
The Forest,May,30,2013,//upload.wikimedia.org/wikipedia/en/thumb/4/40/Flatout2pc.jpg/220px-Flatout2pc.jpg
A Fork in the Tale,February,28,1997,//upload.wikimedia.org/wikipedia/en/thumb/f/f1/Forkbox1.jpg/220px-Forkbox1.jpg
Fortnite,July,25,2017,//upload.wikimedia.org/wikipedia/commons/thumb/0/0e/FortniteLogo.svg/250px-FortniteLogo.svg.png
Fragile Allegiance,July,25,2017,//upload.wikimedia.org/wikipedia/en/thumb/a/a9/Fragile_Allegiance_title_screen.jpg/220px-Fragile_Allegiance_title_screen.jpg
Fragmented,July,25,2017,//upload.wikimedia.org/wikipedia/en/thumb/a/a9/Fragile_Allegiance_title_screen.jpg/220px-Fragile_Allegiance_title_screen.jpg
Freelancer,March,4,2003,//upload.wikimedia.org/wikipedia/en/thumb/a/a9/Fragile_Allegiance_title_screen.jpg/220px-Fragile_Allegiance_title_screen.jpg
FTL: Faster Than Light,September,14,2012,//upload.wikimedia.org/wikipedia/commons/thumb/6/6b/FTL_Faster_Than_Light_Logo.jpg/220px-FTL_Faster_Than_Light_Logo.jpg
Game Dev Tycoon,December,10,2012,//upload.wikimedia.org/wikipedia/en/f/fa/Game_Dev_Tycoon_logo.png
Garry's Mod,August,29,2013,//upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Gmodlogo.svg/220px-Gmodlogo.svg.png
Goat Simulator,April,1,2014,//upload.wikimedia.org/wikipedia/en/thumb/f/fd/Goat_Simulator_cover.jpg/220px-Goat_Simulator_cover.jpg
Gone Home,August,15,2013,//upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Gone_Home.png/220px-Gone_Home.png
Gothic,April,15,2001,//upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Gone_Home.png/220px-Gone_Home.png
Gothic II,November,29,2002,//upload.wikimedia.org/wikipedia/en/thumb/d/de/Gothic2cover.png/220px-Gothic2cover.png
Gothic 3,October,13,2006,//upload.wikimedia.org/wikipedia/en/thumb/c/c4/Gothic3_EUcover.jpg/220px-Gothic3_EUcover.jpg
Gothic 3: Forsaken Gods,November,21,2008,//upload.wikimedia.org/wikipedia/en/thumb/d/d5/Forsaken_Gods_EU_Cover.jpg/220px-Forsaken_Gods_EU_Cover.jpg
Arcania: Gothic 4,October,14,2010,//upload.wikimedia.org/wikipedia/en/thumb/4/41/Arcania_Gothic_4_Game_Cover.jpg/220px-Arcania_Gothic_4_Game_Cover.jpg
Arcania: Fall of Setarrif,October,25,2011,//upload.wikimedia.org/wikipedia/en/thumb/2/22/Fallofsetarrif_cover.jpg/220px-Fallofsetarrif_cover.jpg
Grand Theft Auto,October,25,2011,//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Grand_Theft_Auto_logo_series.svg/250px-Grand_Theft_Auto_logo_series.svg.png
Grand Theft Auto: The Ballad of Gay Tony,April,13,2010,//upload.wikimedia.org/wikipedia/en/thumb/0/0e/The_Ballad_of_Gay_Tony_cover.jpg/220px-The_Ballad_of_Gay_Tony_cover.jpg
Grand Theft Auto: London 1961,June,1,1999,//upload.wikimedia.org/wikipedia/en/thumb/d/de/Grand_Theft_Auto_London_1969.jpg/220px-Grand_Theft_Auto_London_1969.jpg
Grand Theft Auto: London 1969,March,31,1999,//upload.wikimedia.org/wikipedia/en/thumb/d/de/Grand_Theft_Auto_London_1969.jpg/220px-Grand_Theft_Auto_London_1969.jpg
Grand Theft Auto 2,October,27,1999,//upload.wikimedia.org/wikipedia/en/thumb/2/2e/GTA2_Box_art.jpg/220px-GTA2_Box_art.jpg
Grand Theft Auto III,May,21,2002,//upload.wikimedia.org/wikipedia/en/thumb/b/be/GTA3boxcover.jpg/220px-GTA3boxcover.jpg
Grand Theft Auto IV,December,2,2008,//upload.wikimedia.org/wikipedia/en/thumb/b/b7/Grand_Theft_Auto_IV_cover.jpg/220px-Grand_Theft_Auto_IV_cover.jpg
Grand Theft Auto: The Lost and Damned,April,13,2010,//upload.wikimedia.org/wikipedia/en/thumb/4/4d/Grand_Theft_Auto_IV_coverart.jpg/220px-Grand_Theft_Auto_IV_coverart.jpg
Grand Theft Auto: San Andreas,June,7,2005,//upload.wikimedia.org/wikipedia/en/thumb/c/c4/GTASABOX.jpg/220px-GTASABOX.jpg
Grand Theft Auto: Vice City,May,12,2003,//upload.wikimedia.org/wikipedia/en/thumb/c/ce/Vice-city-cover.jpg/220px-Vice-city-cover.jpg
Grand Theft Auto V,April,14,2015,//upload.wikimedia.org/wikipedia/en/thumb/a/a5/Grand_Theft_Auto_V.png/220px-Grand_Theft_Auto_V.png
Grid 2,May,27,2013,//upload.wikimedia.org/wikipedia/en/thumb/a/a1/Grid_2_cover.jpg/220px-Grid_2_cover.jpg
Ground Control,June,1,2000,//upload.wikimedia.org/wikipedia/en/thumb/a/a1/Grid_2_cover.jpg/220px-Grid_2_cover.jpg
Ground Control II: Operation Exodus,June,18,2004,//upload.wikimedia.org/wikipedia/en/thumb/3/38/Ground_control_2_box.jpg/220px-Ground_control_2_box.jpg
Growtopia,November,30,2012,//upload.wikimedia.org/wikipedia/en/thumb/3/3c/Growtopia.jpg/220px-Growtopia.jpg
GTR Evolution,August,1,2008,//upload.wikimedia.org/wikipedia/en/thumb/9/9b/GTR-Evo-logo.png/220px-GTR-Evo-logo.png
Guild Wars,April,26,2005,//upload.wikimedia.org/wikipedia/en/thumb/3/32/Guild_Wars_logo.png/250px-Guild_Wars_logo.png
Guild Wars 2,August,28,2012,//upload.wikimedia.org/wikipedia/en/thumb/9/96/Gw2-boxfront.png/220px-Gw2-boxfront.png
Guild Wars Factions,April,28,2006,//upload.wikimedia.org/wikipedia/en/thumb/6/65/GuildFactionsbox.jpg/220px-GuildFactionsbox.jpg
Guild Wars Nightfall,October,27,2006,//upload.wikimedia.org/wikipedia/en/thumb/8/8b/Guildwarsnightfallbox.jpg/220px-Guildwarsnightfallbox.jpg
Guitar Hero III: Legends of Rock,November,13,2007,//upload.wikimedia.org/wikipedia/en/thumb/9/93/Guitar-hero-iii-cover-image.jpg/220px-Guitar-hero-iii-cover-image.jpg
Gunpoint,June,3,2013,//upload.wikimedia.org/wikipedia/en/thumb/9/93/Guitar-hero-iii-cover-image.jpg/220px-Guitar-hero-iii-cover-image.jpg
Half-Life,November,19,1998,//upload.wikimedia.org/wikipedia/en/thumb/9/93/Guitar-hero-iii-cover-image.jpg/220px-Guitar-hero-iii-cover-image.jpg
Half-Life 2,November,16,2004,//upload.wikimedia.org/wikipedia/en/thumb/2/25/Half-Life_2_cover.jpg/220px-Half-Life_2_cover.jpg
Half-Life: Blue Shift,June,12,2001,//upload.wikimedia.org/wikipedia/en/thumb/1/14/Half-Life_Blue_Shift_box.jpg/220px-Half-Life_Blue_Shift_box.jpg
Half-Life Deathmatch: Source,May,1,2006,//upload.wikimedia.org/wikipedia/en/thumb/f/fa/Half-Life_Cover_Art.jpg/220px-Half-Life_Cover_Art.jpg
Half-Life: Opposing Force,November,10,1999,//upload.wikimedia.org/wikipedia/en/thumb/a/a9/Half-Life_Opposing_Force_box.jpg/220px-Half-Life_Opposing_Force_box.jpg
Half-Life: Source,June,1,2004,//upload.wikimedia.org/wikipedia/en/thumb/f/fa/Half-Life_Cover_Art.jpg/220px-Half-Life_Cover_Art.jpg
Half-Life 2: Deathmatch,November,30,2004,//upload.wikimedia.org/wikipedia/en/thumb/4/44/Half-Life_2_Deathmatch_cover.jpg/220px-Half-Life_2_Deathmatch_cover.jpg
Half-Life 2: Episode One,June,1,2006,//upload.wikimedia.org/wikipedia/en/thumb/5/5b/Half-Life_2_-_Episode_One.jpg/220px-Half-Life_2_-_Episode_One.jpg
Half-Life 2: Episode Two,October,10,2007,//upload.wikimedia.org/wikipedia/en/thumb/2/2d/Half-Life_2_Episode_Two_title.jpg/220px-Half-Life_2_Episode_Two_title.jpg
Half-Life 2: Lost Coast,October,27,2005,//upload.wikimedia.org/wikipedia/en/thumb/1/10/Half-Life_2_Lost_Coast_header.jpg/220px-Half-Life_2_Lost_Coast_header.jpg
Halo: Combat Evolved,September,30,2003,//upload.wikimedia.org/wikipedia/en/thumb/8/80/Halo_-_Combat_Evolved_%28XBox_version_-_box_art%29.jpg/220px-Halo_-_Combat_Evolved_%28XBox_version_-_box_art%29.jpg
Halo 2,May,17,2007,//upload.wikimedia.org/wikipedia/en/thumb/9/92/Halo2-cover.png/220px-Halo2-cover.png
Hard Truck Apocalypse,June,19,2006,//upload.wikimedia.org/wikipedia/en/thumb/f/fb/Hard_Truck_Apocalypse_Cover.jpg/200px-Hard_Truck_Apocalypse_Cover.jpg
Harvester,September,25,1996,//upload.wikimedia.org/wikipedia/en/thumb/f/fb/Hard_Truck_Apocalypse_Cover.jpg/200px-Hard_Truck_Apocalypse_Cover.jpg
A Hat in Time,September,25,1996,//upload.wikimedia.org/wikipedia/en/thumb/2/2a/A_Hat_in_Time_cover_art.png/220px-A_Hat_in_Time_cover_art.png
Hatoful Boyfriend: A School of Hope and White Wings,August,24,2014,//upload.wikimedia.org/wikipedia/en/thumb/3/3c/Hatoful_Boyfriend_cover.jpg/220px-Hatoful_Boyfriend_cover.jpg
Hearts of Iron,November,24,2002,//upload.wikimedia.org/wikipedia/en/thumb/8/86/HeartsOfIronBox.jpg/220px-HeartsOfIronBox.jpg
Hearts of Iron II,January,4,2005,//upload.wikimedia.org/wikipedia/en/thumb/7/74/Hearts_of_Iron_2_cover.jpg/220px-Hearts_of_Iron_2_cover.jpg
Hearts of Iron III,August,7,2009,//upload.wikimedia.org/wikipedia/en/thumb/7/74/Hearts_of_Iron_2_cover.jpg/220px-Hearts_of_Iron_2_cover.jpg
Hello Neighbor,December,8,2017,//upload.wikimedia.org/wikipedia/en/5/59/Hello_Neighbor_Cover_Art.jpg
Heroes of the Lance,November,1,1988,//upload.wikimedia.org/wikipedia/en/thumb/8/8f/Advanced_Dungeons_%26_Dragons_Heroes_of_the_Lance_Cover.png/220px-Advanced_Dungeons_%26_Dragons_Heroes_of_the_Lance_Cover.png
Heroes of Might and Magic: A Strategic Quest,August,31,1995,//upload.wikimedia.org/wikipedia/en/thumb/7/7c/Heroes_of_Might_and_Magic_box.jpg/220px-Heroes_of_Might_and_Magic_box.jpg
Heroes of Might and Magic II,October,1,1996,//upload.wikimedia.org/wikipedia/en/thumb/9/90/Heroes_2_cover.jpg/220px-Heroes_2_cover.jpg
Heroes of Might and Magic III,February,28,1999,//upload.wikimedia.org/wikipedia/en/thumb/9/9b/Homm3boxart.jpg/220px-Homm3boxart.jpg
Heroes of Newerth,May,12,2010,//upload.wikimedia.org/wikipedia/en/thumb/c/c5/Hon_logo_box_art.jpg/220px-Hon_logo_box_art.jpg
Heroes of the Storm,June,2,2015,//upload.wikimedia.org/wikipedia/en/thumb/a/ae/Heroes_of_the_Storm_logo_2017.png/220px-Heroes_of_the_Storm_logo_2017.png
Hitman: Absolution,November,19,2012,//upload.wikimedia.org/wikipedia/en/thumb/b/bc/HitmanAbsolutionPackArt.jpg/220px-HitmanAbsolutionPackArt.jpg
Hitman: Blood Money,May,30,2006,//upload.wikimedia.org/wikipedia/en/thumb/b/ba/Hitman_4_artwork.jpg/220px-Hitman_4_artwork.jpg
Hitman: Codename 47,November,19,2000,//upload.wikimedia.org/wikipedia/en/thumb/7/7a/Hitman_artwork.jpg/220px-Hitman_artwork.jpg
Hitman: Contracts,April,20,2004,//upload.wikimedia.org/wikipedia/en/thumb/e/ef/Hitman_3_artwork.jpg/220px-Hitman_3_artwork.jpg
Hitman 2: Silent Assassin,October,1,2002,//upload.wikimedia.org/wikipedia/en/thumb/c/cd/Hitman_2_artwork.jpg/220px-Hitman_2_artwork.jpg
Hogs of War,November,3,2000,//upload.wikimedia.org/wikipedia/en/thumb/b/b6/Hogs-of-war.JPG/220px-Hogs-of-war.JPG
Homeworld,September,28,1999,//upload.wikimedia.org/wikipedia/en/thumb/4/4b/Homeworld_%28video_game%29_box_art.jpg/220px-Homeworld_%28video_game%29_box_art.jpg
Homeworld: Cataclysm,June,30,2000,//upload.wikimedia.org/wikipedia/en/thumb/a/ab/Homeworld_-_Cataclysm_Coverart.png/220px-Homeworld_-_Cataclysm_Coverart.png
Homeworld 2,September,16,2003,//upload.wikimedia.org/wikipedia/en/thumb/d/df/Homeworld_2_%28video_game%29_box_art.jpg/220px-Homeworld_2_%28video_game%29_box_art.jpg
Homeworld: Deserts of Kharak,January,20,2016,//upload.wikimedia.org/wikipedia/en/thumb/f/f0/Homeworld_Deserts_of_Kharak.png/220px-Homeworld_Deserts_of_Kharak.png
Hotline Miami,October,23,2012,//upload.wikimedia.org/wikipedia/en/thumb/f/f4/Hotline_Miami_cover.png/220px-Hotline_Miami_cover.png
Hotline Miami 2: Wrong Number,March,10,2015,//upload.wikimedia.org/wikipedia/en/thumb/a/af/Hotline_Miami_2_cover.png/220px-Hotline_Miami_2_cover.png
Hugo's House of Horrors,March,10,2015,//upload.wikimedia.org/wikipedia/en/thumb/9/93/Hugo%27s_House_of_Horrors_Screenshot.png/240px-Hugo%27s_House_of_Horrors_Screenshot.png
I.G.I.-2: Covert Strike,March,3,2003,//upload.wikimedia.org/wikipedia/en/thumb/5/5a/Igi2box.jpg/220px-Igi2box.jpg
Icewind Dale,June,29,2000,//upload.wikimedia.org/wikipedia/en/thumb/3/38/Icewind_dale_1_box_shot.jpg/220px-Icewind_dale_1_box_shot.jpg
Icewind Dale II,August,27,2002,//upload.wikimedia.org/wikipedia/en/thumb/c/cd/Icewind_dale_II_box_shot_211.jpg/220px-Icewind_dale_II_box_shot_211.jpg
Identity,August,27,2002,//upload.wikimedia.org/wikipedia/en/thumb/c/cd/Icewind_dale_II_box_shot_211.jpg/220px-Icewind_dale_II_box_shot_211.jpg
Insurgency,January,22,2014,//upload.wikimedia.org/wikipedia/en/thumb/c/cd/Icewind_dale_II_box_shot_211.jpg/220px-Icewind_dale_II_box_shot_211.jpg
Insurgency: Sandstorm,January,22,2014,//upload.wikimedia.org/wikipedia/en/thumb/a/a0/Insurgency_Sandstorm_cover_art.jpg/220px-Insurgency_Sandstorm_cover_art.jpg
Jade Empire,February,26,2007,//upload.wikimedia.org/wikipedia/en/thumb/a/ae/Jade_Empire_Coverart.png/220px-Jade_Empire_Coverart.png
James Bond 007: Nightfire,November,28,2002,//upload.wikimedia.org/wikipedia/en/thumb/8/82/007_-_Nightfire_Coverart.png/220px-007_-_Nightfire_Coverart.png
Jazz Jackrabbit,July,30,1994,//upload.wikimedia.org/wikipedia/en/thumb/8/82/007_-_Nightfire_Coverart.png/220px-007_-_Nightfire_Coverart.png
Jazz Jackrabbit 2,April,13,1998,//upload.wikimedia.org/wikipedia/en/thumb/f/f0/Jazz_Jackrabbit_2.PNG/220px-Jazz_Jackrabbit_2.PNG
Judge Dredd: Dredd vs. Death,October,17,2003,//upload.wikimedia.org/wikipedia/en/thumb/0/05/JudgeDredd-DreddvsDeath.jpg/220px-JudgeDredd-DreddvsDeath.jpg
Juiced 2: Hot Import Nights,November,16,2007,//upload.wikimedia.org/wikipedia/en/thumb/b/bb/Juiced_2_-_Hot_Import_Nights_-_PC_Cover.jpg/220px-Juiced_2_-_Hot_Import_Nights_-_PC_Cover.jpg
Jurassic Park,November,16,2007,//upload.wikimedia.org/wikipedia/en/thumb/b/bb/Juiced_2_-_Hot_Import_Nights_-_PC_Cover.jpg/220px-Juiced_2_-_Hot_Import_Nights_-_PC_Cover.jpg
Jurassic Park III: Danger Zone!,June,29,2001,//upload.wikimedia.org/wikipedia/en/thumb/7/77/Jurassic_Park_III_-_Danger_Zone%21.png/220px-Jurassic_Park_III_-_Danger_Zone%21.png
Jurassic Park III: Dino Defender,June,29,2001,//upload.wikimedia.org/wikipedia/en/thumb/8/8e/Jurassic_Park_III_Dino_Defender.jpeg/220px-Jurassic_Park_III_Dino_Defender.jpeg
Jurassic Park: The Game,November,15,2011,//upload.wikimedia.org/wikipedia/en/thumb/0/07/Jurassicpark-game-logo.jpg/220px-Jurassicpark-game-logo.jpg
Just Cause,September,22,2006,//upload.wikimedia.org/wikipedia/en/thumb/0/07/Jurassicpark-game-logo.jpg/220px-Jurassicpark-game-logo.jpg
Just Cause 2,March,23,2010,//upload.wikimedia.org/wikipedia/en/thumb/3/3b/Just_Cause_2.jpg/220px-Just_Cause_2.jpg
Just Cause 3,December,1,2015,//upload.wikimedia.org/wikipedia/en/thumb/f/f2/Just_Cause_3_cover_art.jpg/220px-Just_Cause_3_cover_art.jpg
Just Cause 4,December,4,2018,//upload.wikimedia.org/wikipedia/en/thumb/0/0f/Just_Cause_4_cover.jpg/220px-Just_Cause_4_cover.jpg
Katawa Shoujo,January,24,2012,//upload.wikimedia.org/wikipedia/en/7/79/Katawa_Shoujo_logo.png
Kentucky Route Zero,January,7,2013,//upload.wikimedia.org/wikipedia/en/thumb/6/67/Kentucky_Route_Zero_title.png/220px-Kentucky_Route_Zero_title.png
